COD_MATERIAL,COD_CHAR,VALUE_COMBINED
32612002,L1003,"1 1/4"""
32114000,L1003,"1 1/4"""
33348AV0,L1003,"1 1/4"""
3355200E,L1003,"1 1/4"""
33565LS3,L1003,"1 1/4"""
33203000,L1003,"1 1/4"""
24408AL0,L1003,"1 1/4"""
36318000,L1003,"1 1/4"""
32304CA0,L1003,"1 1/4"""
21610000,L1003,"1 1/4"""
33003AG0,L1003,"1 1/4"""
33118000,L1003,"1 1/4"""
33001Z00,L1003,"1 1/4"""
33123000,L1003,"1 1/4"""
23843004,L1003,"1 1/4"""
20301GN4,L1003,"1 1/4"""
23851004,L1003,"1 1/4"""
23591001,L1003,"1 1/4"""
23569003,L1003,"1 1/4"""
24353000,L1003,"1 1/4"""
24160001,L1003,"1 1/4"""
23870003,L1003,"1 1/4"""
20014IG0,L1003,"1 1/4"""
23988003,L1003,"1 1/4"""
20620IG0,L1003,"1 1/4"""
24027DC3,L1003,"1 1/4"""
23905001,L1003,"1 1/4"""
1018842430,L1003,"1 1/4"""
1018350000,L1003,"1 1/4"""
23296GN1,L1003,"1 1/4"""
33274000,L1003,"1 1/4"""
23374LS3,L1003,"1 1/4"""
23303000,L1003,"1 1/4"""
20649MG0,L1003,"1 1/4"""
20008BE0,L1003,"1 1/4"""
20301003,L1003,"1 1/4"""
23462A01,L1003,"1 1/4"""
32043AL3,L1003,"1 1/4"""
31033BK0,L1003,"1 1/4"""
20010000,L1003,"1 1/4"""
36097000,L1003,"1 1/4"""
32109001,L1003,"1 1/4"""
32935000,L1003,"1 1/4"""
1017560000,L1003,"1 1/4"""
24011BE0,L1003,"1 1/4"""
1017302430,L1003,"1 1/4"""
24365DA0,L1003,"1 1/4"""
20593000,L1003,"1 1/4"""
23403MG1,L1003,"1 1/4"""
20009000,L1003,"1 1/4"""
104742AL00,L1003,"1 1/4"""
32193LS0,L1003,"1 1/4"""
24369000,L1003,"1 1/4"""
24365DL0,L1003,"1 1/4"""
23657000,L1003,"1 1/4"""
24178DC1,L1003,"1 1/4"""
32935GL1,L1003,"1 1/4"""
23296DC1,L1003,"1 1/4"""
33190000,L1003,"1 1/4"""
23709003,L1003,"1 1/4"""
32202000,L1003,"1 1/4"""
32303CA0,L1003,"1 1/4"""
33003LG0,L1003,"1 1/4"""
33001000,L1003,"1 1/4"""
32612DL4,L1003,"1 1/4"""
23843AL4,L1003,"1 1/4"""
33157000,L1003,"1 1/4"""
20062IG0,L1003,"1 1/4"""
24009000,L1003,"1 1/4"""
23739002,L1003,"1 1/4"""
21134DL0,L1003,"1 1/4"""
23982003,L1003,"1 1/4"""
20649000,L1003,"1 1/4"""
21134DC0,L1003,"1 1/4"""
24330001,L1003,"1 1/4"""
23798001,L1003,"1 1/4"""
23778000,L1003,"1 1/4"""
20296DA1,L1003,"1 1/4"""
32114GN1,L1003,"1 1/4"""
33201Z00,L1003,"1 1/4"""
33347000,L1003,"1 1/4"""
3292500E,L1003,"1 1/4"""
23379001,L1003,"1 1/4"""
20180KS0,L1003,"1 1/4"""
23435000,L1003,"1 1/4"""
20009GL3,L1003,"1 1/4"""
24363DA0,L1003,"1 1/4"""
23915001,L1003,"1 1/4"""
32628DL1,L1003,"1 1/4"""
32647DA3,L1003,"1 1/4"""
32305RR0,L1003,"1 1/4"""
36094000,L1003,"1 1/4"""
32839000,L1003,"1 1/4"""
21616IG0,L1003,"1 1/4"""
24365KF0,L1003,"1 1/4"""
239242433,L1003,"1 1/4"""
32955000,L1003,"1 1/4"""
1018612430,L1003,"1 1/4"""
1018602430,L1003,"1 1/4"""
21025BE0,L1003,"1 1/4"""
1018560000,L1003,"1 1/4"""
104780DC00,L1003,"1 1/4"""
104742GN00,L1003,"1 1/4"""
104780MG00,L1003,"1 1/4"""
20651IG0,L1003,"1 1/4"""
20048000,L1003,"1 1/4"""
24405000,L1003,"1 1/4"""
20893LG0,L1003,"1 1/4"""
23763001,L1003,"1 1/4"""
23127AL0,L1003,"1 1/4"""
3263100E,L1003,"1 1/4"""
32288000,L1003,"1 1/4"""
32146GL1,L1003,"1 1/4"""
32757DC1,L1003,"1 1/4"""
32757DL1,L1003,"1 1/4"""
33190002,L1003,"1 1/4"""
24407LG0,L1003,"1 1/4"""
32208000,L1003,"1 1/4"""
23720LS3,L1003,"1 1/4"""
24407Z00,L1003,"1 1/4"""
33241LG0,L1003,"1 1/4"""
33177000,L1003,"1 1/4"""
32457BE0,L1003,"1 1/4"""
20651000,L1003,"1 1/4"""
32612004,L1003,"1 1/4"""
242042432,L1003,"1 1/4"""
23981003,L1003,"1 1/4"""
20214002,L1003,"1 1/4"""
24364GL0,L1003,"1 1/4"""
24362DA0,L1003,"1 1/4"""
23589BE1,L1003,"1 1/4"""
20595MG0,L1003,"1 1/4"""
23403001,L1003,"1 1/4"""
23106GN1,L1003,"1 1/4"""
33201RR0,L1003,"1 1/4"""
21378000,L1003,"1 1/4"""
23106001,L1003,"1 1/4"""
21013000,L1003,"1 1/4"""
24272001,L1003,"1 1/4"""
21022DC3,L1003,"1 1/4"""
33041000,L1003,"1 1/4"""
24410000,L1003,"1 1/4"""
32042003,L1003,"1 1/4"""
33247MB0,L1003,"1 1/4"""
1017710000,L1003,"1 1/4"""
24032000,L1003,"1 1/4"""
32633KS0,L1003,"1 1/4"""
32632LS0,L1003,"1 1/4"""
20643000,L1003,"1 1/4"""
20015AR0,L1003,"1 1/4"""
20015000,L1003,"1 1/4"""
23054002,L1003,"1 1/4"""
104746MS00,L1003,"1 1/4"""
104780DA00,L1003,"1 1/4"""
20611LG0,L1003,"1 1/4"""
23214000,L1003,"1 1/4"""
24365GL0,L1003,"1 1/4"""
21019GL3,L1003,"1 1/4"""
23762001,L1003,"1 1/4"""
32146DA1,L1003,"1 1/4"""
23783000,L1003,"1 1/4"""
24408000,L1003,"1 1/4"""
20389IG0,L1003,"1 1/4"""
20046BE0,L1003,"1 1/4"""
33085L00,L1003,"1 1/4"""
20301DL4,L1003,"1 1/4"""
20611000,L1003,"1 1/4"""
20296DC1,L1003,"1 1/4"""
20296DL1,L1003,"1 1/4"""
23554002,L1003,"1 1/4"""
23843DC3,L1003,"1 1/4"""
21134MG0,L1003,"1 1/4"""
23777001,L1003,"1 1/4"""
20014AR0,L1003,"1 1/4"""
24027AL3,L1003,"1 1/4"""
24204002,L1003,"1 1/4"""
23559001,L1003,"1 1/4"""
1018362430,L1003,"1 1/4"""
1016952430,L1003,"1 1/4"""
23436000,L1003,"1 1/4"""
23707003,L1003,"1 1/4"""
24362MG0,L1003,"1 1/4"""
23462EN1,L1003,"1 1/4"""
32146000,L1003,"1 1/4"""
33244000,L1003,"1 1/4"""
33134NB0,L1003,"1 1/4"""
237772431,L1003,"1 1/4"""
21145KF0,L1003,"1 1/4"""
20593KF0,L1003,"1 1/4"""
32109DC1,L1003,"1 1/4"""
21152000,L1003,"1 1/4"""
23054003,L1003,"1 1/4"""
21019003,L1003,"1 1/4"""
2339330E,L1003,"1 1/4"""
23930003,L1003,"1 1/4"""
24344DC0,L1003,"1 1/4"""
23404000,L1003,"1 1/4"""
1018100000,L1003,"1 1/4"""
21390001,L1003,"1 1/4"""
32184KS0,L1003,"1 1/4"""
1047470000,L1003,"1 1/4"""
104780GL00,L1003,"1 1/4"""
104742DA00,L1003,"1 1/4"""
1047460000,L1003,"1 1/4"""
104780GN00,L1003,"1 1/4"""
20893Z00,L1003,"1 1/4"""
33156002,L1003,"1 1/4"""
242092432,L1003,"1 1/4"""
32901000,L1003,"1 1/4"""
23851AL3,L1003,"1 1/4"""
1017552430,L1003,"1 1/4"""
32629000,L1003,"1 1/4"""
33561000,L1003,"1 1/4"""
33279IG0,L1003,"1 1/4"""
33565002,L1003,"1 1/4"""
33241AL3,L1003,"1 1/4"""
21145GN0,L1003,"1 1/4"""
23589GL1,L1003,"1 1/4"""
23978003,L1003,"1 1/4"""
23718003,L1003,"1 1/4"""
33177001,L1003,"1 1/4"""
20653LG0,L1003,"1 1/4"""
33001G00,L1003,"1 1/4"""
33131000,L1003,"1 1/4"""
33133IN0,L1003,"1 1/4"""
23871004,L1003,"1 1/4"""
23851DL4,L1003,"1 1/4"""
321092431,L1003,"1 1/4"""
237902431,L1003,"1 1/4"""
21090000,L1003,"1 1/4"""
20062RR0,L1003,"1 1/4"""
20611G00,L1003,"1 1/4"""
23777000,L1003,"1 1/4"""
23889001,L1003,"1 1/4"""
20296001,L1003,"1 1/4"""
20296GL1,L1003,"1 1/4"""
24331001,L1003,"1 1/4"""
23980003,L1003,"1 1/4"""
21022000,L1003,"1 1/4"""
20620L00,L1003,"1 1/4"""
23797001,L1003,"1 1/4"""
24177KF1,L1003,"1 1/4"""
2337420E,L1003,"1 1/4"""
21145000,L1003,"1 1/4"""
24014000,L1003,"1 1/4"""
21012IG0,L1003,"1 1/4"""
32647AL3,L1003,"1 1/4"""
32628DC1,L1003,"1 1/4"""
33848DC1,L1003,"1 1/4"""
33134IN0,L1003,"1 1/4"""
33136000,L1003,"1 1/4"""
24364MG0,L1003,"1 1/4"""
21390000,L1003,"1 1/4"""
21024000,L1003,"1 1/4"""
24344000,L1003,"1 1/4"""
21144GL0,L1003,"1 1/4"""
21024BE0,L1003,"1 1/4"""
32184000,L1003,"1 1/4"""
104742MG00,L1003,"1 1/4"""
20613000,L1003,"1 1/4"""
32108DC3,L1003,"1 1/4"""
32757AL1,L1003,"1 1/4"""
33278000,L1003,"1 1/4"""
23589DL1,L1003,"1 1/4"""
33241001,L1003,"1 1/4"""
235752432,L1003,"1 1/4"""
33241000,L1003,"1 1/4"""
32305000,L1003,"1 1/4"""
32247000,L1003,"1 1/4"""
32389000,L1003,"1 1/4"""
33153L00,L1003,"1 1/4"""
33003IG0,L1003,"1 1/4"""
21650LG0,L1003,"1 1/4"""
33001L00,L1003,"1 1/4"""
32612AL4,L1003,"1 1/4"""
20301004,L1003,"1 1/4"""
231062431,L1003,"1 1/4"""
21091000,L1003,"1 1/4"""
33085000,L1003,"1 1/4"""
23581001,L1003,"1 1/4"""
23776001,L1003,"1 1/4"""
24363GN0,L1003,"1 1/4"""
20619000,L1003,"1 1/4"""
21106IG0,L1003,"1 1/4"""
23664000,L1003,"1 1/4"""
24171DA1,L1003,"1 1/4"""
20188MG1,L1003,"1 1/4"""
23049002,L1003,"1 1/4"""
20304001,L1003,"1 1/4"""
23462DC1,L1003,"1 1/4"""
32114DL1,L1003,"1 1/4"""
23790GN1,L1003,"1 1/4"""
24173GF1,L1003,"1 1/4"""
23448002,L1003,"1 1/4"""
24174DL1,L1003,"1 1/4"""
23462DL1,L1003,"1 1/4"""
21144GN0,L1003,"1 1/4"""
21138MG0,L1003,"1 1/4"""
32146001,L1003,"1 1/4"""
328832430,L1003,"1 1/4"""
36091000,L1003,"1 1/4"""
32559001,L1003,"1 1/4"""
33177IZ0,L1003,"1 1/4"""
21616000,L1003,"1 1/4"""
32883000,L1003,"1 1/4"""
24364KF0,L1003,"1 1/4"""
23202000,L1003,"1 1/4"""
23055002,L1003,"1 1/4"""
21025000,L1003,"1 1/4"""
21144AL0,L1003,"1 1/4"""
2339600E,L1003,"1 1/4"""
21144DA0,L1003,"1 1/4"""
104742DL00,L1003,"1 1/4"""
104746DA00,L1003,"1 1/4"""
21600L00,L1003,"1 1/4"""
23762000,L1003,"1 1/4"""
33156IG0,L1003,"1 1/4"""
23970003,L1003,"1 1/4"""
20643DL0,L1003,"1 1/4"""
20643DC0,L1003,"1 1/4"""
23758001,L1003,"1 1/4"""
32629001,L1003,"1 1/4"""
32757DA1,L1003,"1 1/4"""
32926002,L1003,"1 1/4"""
33558LS3,L1003,"1 1/4"""
23908001,L1003,"1 1/4"""
23064LS0,L1003,"1 1/4"""
23455000,L1003,"1 1/4"""
33156000,L1003,"1 1/4"""
24174A01,L1003,"1 1/4"""
24174AL1,L1003,"1 1/4"""
23455002,L1003,"1 1/4"""
32303IG0,L1003,"1 1/4"""
32304IG0,L1003,"1 1/4"""
21610IG0,L1003,"1 1/4"""
237912431,L1003,"1 1/4"""
33038000,L1003,"1 1/4"""
24003IG0,L1003,"1 1/4"""
21022003,L1003,"1 1/4"""
24027GL3,L1003,"1 1/4"""
23425LS0,L1003,"1 1/4"""
24181001,L1003,"1 1/4"""
242032432,L1003,"1 1/4"""
23234000,L1003,"1 1/4"""
24171AL1,L1003,"1 1/4"""
23886001,L1003,"1 1/4"""
1016940000,L1003,"1 1/4"""
23403000,L1003,"1 1/4"""
24170DE1,L1003,"1 1/4"""
33237IG0,L1003,"1 1/4"""
33273IG0,L1003,"1 1/4"""
23933001,L1003,"1 1/4"""
21375000,L1003,"1 1/4"""
20008DA3,L1003,"1 1/4"""
32147000,L1003,"1 1/4"""
32559002,L1003,"1 1/4"""
32305IG0,L1003,"1 1/4"""
33133IS0,L1003,"1 1/4"""
32042AL3,L1003,"1 1/4"""
32760000,L1003,"1 1/4"""
24363KF0,L1003,"1 1/4"""
32129001,L1003,"1 1/4"""
33563000,L1003,"1 1/4"""
32633000,L1003,"1 1/4"""
32632KS0,L1003,"1 1/4"""
20009003,L1003,"1 1/4"""
20593MS0,L1003,"1 1/4"""
21138DL0,L1003,"1 1/4"""
23403DL1,L1003,"1 1/4"""
20049BE0,L1003,"1 1/4"""
21105000,L1003,"1 1/4"""
33190IZ0,L1003,"1 1/4"""
23763000,L1003,"1 1/4"""
32108DA3,L1003,"1 1/4"""
23127000,L1003,"1 1/4"""
20643DA0,L1003,"1 1/4"""
32935EN1,L1003,"1 1/4"""
23138000,L1003,"1 1/4"""
32612DC3,L1003,"1 1/4"""
24365MG0,L1003,"1 1/4"""
33227IS0,L1003,"1 1/4"""
23780001,L1003,"1 1/4"""
23753000,L1003,"1 1/4"""
33565003,L1003,"1 1/4"""
24173GN1,L1003,"1 1/4"""
329262433,L1003,"1 1/4"""
23138DC0,L1003,"1 1/4"""
33265000,L1003,"1 1/4"""
33180MB0,L1003,"1 1/4"""
32395000,L1003,"1 1/4"""
32458000,L1003,"1 1/4"""
33154000,L1003,"1 1/4"""
338482431,L1003,"1 1/4"""
23427000,L1003,"1 1/4"""
24362DC0,L1003,"1 1/4"""
23759001,L1003,"1 1/4"""
24347AL0,L1003,"1 1/4"""
24364000,L1003,"1 1/4"""
23901001,L1003,"1 1/4"""
23843AL3,L1003,"1 1/4"""
24353MS0,L1003,"1 1/4"""
24353DA0,L1003,"1 1/4"""
23965003,L1003,"1 1/4"""
1016960000,L1003,"1 1/4"""
1136960000,L1003,"1 1/4"""
33201AG0,L1003,"1 1/4"""
21061000,L1003,"1 1/4"""
33273000,L1003,"1 1/4"""
23459002,L1003,"1 1/4"""
21375001,L1003,"1 1/4"""
2338920E,L1003,"1 1/4"""
21138MS0,L1003,"1 1/4"""
23462GN1,L1003,"1 1/4"""
21026BE0,L1003,"1 1/4"""
21022BE0,L1003,"1 1/4"""
21026000,L1003,"1 1/4"""
32628001,L1003,"1 1/4"""
3282500E,L1003,"1 1/4"""
32560002,L1003,"1 1/4"""
33134IM0,L1003,"1 1/4"""
24160KF1,L1003,"1 1/4"""
1017582430,L1003,"1 1/4"""
33562000,L1003,"1 1/4"""
23218000,L1003,"1 1/4"""
20593DA0,L1003,"1 1/4"""
24344AL0,L1003,"1 1/4"""
1018570000,L1003,"1 1/4"""
24652AG0,L1003,"1 1/4"""
20611X00,L1003,"1 1/4"""
31137001,L1003,"1 1/4"""
32631000,L1003,"1 1/4"""
24178A01,L1003,"1 1/4"""
32146AL1,L1003,"1 1/4"""
33227NB0,L1003,"1 1/4"""
33347AV0,L1003,"1 1/4"""
33241003,L1003,"1 1/4"""
24174001,L1003,"1 1/4"""
24174DA1,L1003,"1 1/4"""
21145MS0,L1003,"1 1/4"""
23296000,L1003,"1 1/4"""
33552001,L1003,"1 1/4"""
33848AL1,L1003,"1 1/4"""
21651LG0,L1003,"1 1/4"""
33001IG0,L1003,"1 1/4"""
24003AR0,L1003,"1 1/4"""
23760000,L1003,"1 1/4"""
23844003,L1003,"1 1/4"""
20188DL1,L1003,"1 1/4"""
23766000,L1003,"1 1/4"""
24362000,L1003,"1 1/4"""
24364DA0,L1003,"1 1/4"""
24265001,L1003,"1 1/4"""
23774000,L1003,"1 1/4"""
23778001,L1003,"1 1/4"""
23462DA1,L1003,"1 1/4"""
1018680000,L1003,"1 1/4"""
33274IG0,L1003,"1 1/4"""
24362GN0,L1003,"1 1/4"""
20180LS0,L1003,"1 1/4"""
24363GL0,L1003,"1 1/4"""
33133NB0,L1003,"1 1/4"""
20595KF0,L1003,"1 1/4"""
31148000,L1003,"1 1/4"""
33565001,L1003,"1 1/4"""
1017562430,L1003,"1 1/4"""
1017492430,L1003,"1 1/4"""
23109A00,L1003,"1 1/4"""
20643AL0,L1003,"1 1/4"""
21019AL3,L1003,"1 1/4"""
23403DA1,L1003,"1 1/4"""
21138AL0,L1003,"1 1/4"""
1018102430,L1003,"1 1/4"""
23924003,L1003,"1 1/4"""
104747MG00,L1003,"1 1/4"""
2312700E,L1003,"1 1/4"""
32183KS0,L1003,"1 1/4"""
32898000,L1003,"1 1/4"""
24178GN1,L1003,"1 1/4"""
32043DC3,L1003,"1 1/4"""
32146GN1,L1003,"1 1/4"""
33227IM0,L1003,"1 1/4"""
33227NA0,L1003,"1 1/4"""
23782000,L1003,"1 1/4"""
33247IP0,L1003,"1 1/4"""
23779001,L1003,"1 1/4"""
23785000,L1003,"1 1/4"""
33155L00,L1003,"1 1/4"""
23589EN1,L1003,"1 1/4"""
33848001,L1003,"1 1/4"""
33154L00,L1003,"1 1/4"""
33001CA0,L1003,"1 1/4"""
33156LG0,L1003,"1 1/4"""
33038RR0,L1003,"1 1/4"""
32493AV0,L1003,"1 1/4"""
24364AL0,L1003,"1 1/4"""
21106L00,L1003,"1 1/4"""
24182001,L1003,"1 1/4"""
21106Z00,L1003,"1 1/4"""
24362AL0,L1003,"1 1/4"""
24185KF0,L1003,"1 1/4"""
21653AG0,L1003,"1 1/4"""
33848GN1,L1003,"1 1/4"""
23456002,L1003,"1 1/4"""
20649DA0,L1003,"1 1/4"""
234552432,L1003,"1 1/4"""
23445DC0,L1003,"1 1/4"""
24363DL0,L1003,"1 1/4"""
32628DA1,L1003,"1 1/4"""
32560001,L1003,"1 1/4"""
32284000,L1003,"1 1/4"""
20010BE0,L1003,"1 1/4"""
33247MF0,L1003,"1 1/4"""
32935AL1,L1003,"1 1/4"""
32115000,L1003,"1 1/4"""
1018600000,L1003,"1 1/4"""
21154000,L1003,"1 1/4"""
1018330000,L1003,"1 1/4"""
1017572430,L1003,"1 1/4"""
20595DA0,L1003,"1 1/4"""
23109DC0,L1003,"1 1/4"""
21144DC0,L1003,"1 1/4"""
23349001,L1003,"1 1/4"""
24471000,L1003,"1 1/4"""
21014AR0,L1003,"1 1/4"""
23765000,L1003,"1 1/4"""
24178DL1,L1003,"1 1/4"""
24365GN0,L1003,"1 1/4"""
31137002,L1003,"1 1/4"""
24365MS0,L1003,"1 1/4"""
32043GL3,L1003,"1 1/4"""
33227IP0,L1003,"1 1/4"""
33227IN0,L1003,"1 1/4"""
23781000,L1003,"1 1/4"""
3319020E,L1003,"1 1/4"""
33241002,L1003,"1 1/4"""
20620Z00,L1003,"1 1/4"""
33153IG0,L1003,"1 1/4"""
33133000,L1003,"1 1/4"""
23873004,L1003,"1 1/4"""
20611B00,L1003,"1 1/4"""
33038Z00,L1003,"1 1/4"""
23739001,L1003,"1 1/4"""
24171001,L1003,"1 1/4"""
24347000,L1003,"1 1/4"""
24173DC1,L1003,"1 1/4"""
24160A01,L1003,"1 1/4"""
2337110E,L1003,"1 1/4"""
24205003,L1003,"1 1/4"""
23569LS3,L1003,"1 1/4"""
24364DC0,L1003,"1 1/4"""
24160AL1,L1003,"1 1/4"""
24179001,L1003,"1 1/4"""
20307000,L1003,"1 1/4"""
24027003,L1003,"1 1/4"""
24201001,L1003,"1 1/4"""
23894001,L1003,"1 1/4"""
33275000,L1003,"1 1/4"""
33003Z00,L1003,"1 1/4"""
20008DC3,L1003,"1 1/4"""
20299000,L1003,"1 1/4"""
2338720E,L1003,"1 1/4"""
24363DC0,L1003,"1 1/4"""
32108000,L1003,"1 1/4"""
20643KF0,L1003,"1 1/4"""
24010BE0,L1003,"1 1/4"""
1017712430,L1003,"1 1/4"""
20180000,L1003,"1 1/4"""
21138000,L1003,"1 1/4"""
24480001,L1003,"1 1/4"""
104746MG00,L1003,"1 1/4"""
104780AL00,L1003,"1 1/4"""
20611Z00,L1003,"1 1/4"""
24652IG0,L1003,"1 1/4"""
30362000,L1100,"1/2"""
29025002,L1100,"1/2"""
30387000,L1100,"1/2"""
20670000,L1100,"1/2"""
21149MS0,L1100,"1/2"""
31064000,L1100,"1/2"""
25272DC0,L1100,"1/2"""
25268GL0,L1100,"1/2"""
20649000,L1100,"1/2"""
26403002,L1226,"1/2"""
1018130000,L1079,"1/2"""
34788GN0,L1226,"1/2"""
34830GN0,L1226,"1/2"""
20208002,L1100,"1/2"""
20344A00,L1100,"1/2"""
25010AL3,L1100,"1/2"""
23355001,L1079,"1/2"""
20008DC3,L1100,"1/2"""
30609000,L1100,"1/2"""
45956000,L1100,"1/2"""
241982431,L1079,"1/2"""
31301DC1,L1100,"1/2"""
20595KF0,L1100,"1/2"""
25229KF0,L1100,"1/2"""
45534000,L1100,"1/2"""
21107IG0,L1100,"1/2"""
1047460000,L1100,"1/2"""
104746AL00,L1100,"1/2"""
33624001,L1079,"1/2"""
347902430,L1226,"1/2"""
20667000,L1100,"1/2"""
20667AL0,L1100,"1/2"""
20142000,L1100,"1/2"""
21134GL0,L1100,"1/2"""
25268GN0,L1100,"1/2"""
25268MG0,L1100,"1/2"""
20667DC0,L1100,"1/2"""
20668000,L1100,"1/2"""
11119000,L1100,"1/2"""
1018132430,L1079,"1/2"""
20009DC3,L1100,"1/2"""
21140DL0,L1100,"1/2"""
21012IG0,L1100,"1/2"""
20008GL3,L1100,"1/2"""
30026000,L1100,"1/2"""
31831001,L1100,"1/2"""
23039002,L1100,"1/2"""
20643GN0,L1100,"1/2"""
20643DL0,L1100,"1/2"""
20669AL0,L1100,"1/2"""
21149DL0,L1100,"1/2"""
21145GN0,L1100,"1/2"""
21149MG0,L1100,"1/2"""
20021DC3,L1100,"1/2"""
26003GL3,L1100,"1/2"""
20186001,L1100,"1/2"""
25227MG0,L1100,"1/2"""
25268DL0,L1100,"1/2"""
25272DA0,L1100,"1/2"""
26790001,L1100,"1/2"""
26400001,L1226,"1/2"""
1018740000,L1079,"1/2"""
34790AL0,L1226,"1/2"""
34788DL0,L1226,"1/2"""
23444GN1,L1079,"1/2"""
21134DA0,L1100,"1/2"""
20626AL0,L1100,"1/2"""
30085000,L1100,"1/2"""
34790000,L1226,"1/2"""
21140KF0,L1100,"1/2"""
48406GN0,L1100,"1/2"""
21144DA0,L1100,"1/2"""
31498DC0,L1100,"1/2"""
26003DC3,L1100,"1/2"""
34765GN0,L1226,"1/2"""
24026000,L1100,"1/2"""
24353AL0,L1100,"1/2"""
20627AL0,L1100,"1/2"""
20658DA0,L1100,"1/2"""
25229000,L1100,"1/2"""
21140AL0,L1100,"1/2"""
21375001,L1100,"1/2"""
20304000,L1100,"1/2"""
32274000,L1100,"1/2"""
25272KF0,L1100,"1/2"""
21138KF0,L1100,"1/2"""
20593DL0,L1100,"1/2"""
20595GL0,L1100,"1/2"""
1018242430,L1079,"1/2"""
104746DC00,L1100,"1/2"""
31498DL1,L1100,"1/2"""
29025000,L1100,"1/2"""
21149AL0,L1100,"1/2"""
30147DC0,L1100,"1/2"""
25044AL3,L1100,"1/2"""
24027DC3,L1100,"1/2"""
24353MG0,L1100,"1/2"""
21134MS0,L1100,"1/2"""
25010GL3,L1100,"1/2"""
21134DC0,L1100,"1/2"""
25268MS0,L1100,"1/2"""
20595MG0,L1100,"1/2"""
20658GN0,L1100,"1/2"""
20008DA3,L1100,"1/2"""
21140DA0,L1100,"1/2"""
20649DC0,L1100,"1/2"""
21140000,L1100,"1/2"""
30609DL0,L1100,"1/2"""
48357000,L1100,"1/2"""
20593000,L1100,"1/2"""
48406DC0,L1100,"1/2"""
104746GN00,L1100,"1/2"""
20643DA0,L1100,"1/2"""
29337003,L1079,"1/2"""
25227DL0,L1100,"1/2"""
21142000,L1100,"1/2"""
26895DC0,L1100,"1/2"""
24027000,L1100,"1/2"""
26658000,L1079,"1/2"""
23444AL1,L1079,"1/2"""
34830AL0,L1226,"1/2"""
21145DL0,L1100,"1/2"""
21138MG0,L1100,"1/2"""
21022DC3,L1100,"1/2"""
21149KF0,L1100,"1/2"""
13255001,L1079,"1/2"""
30080DC0,L1100,"1/2"""
2546010A,L1100,"1/2"""
25229DC0,L1100,"1/2"""
25229DA0,L1100,"1/2"""
264032432,L1226,"1/2"""
20664SD0,L1100,"1/2"""
20304001,L1100,"1/2"""
20666000,L1100,"1/2"""
24353000,L1100,"1/2"""
20021000,L1100,"1/2"""
11118000,L1100,"1/2"""
21140GN0,L1100,"1/2"""
20344DC0,L1100,"1/2"""
20658GL0,L1100,"1/2"""
45951000,L1100,"1/2"""
32888000,L1079,"1/2"""
328882430,L1079,"1/2"""
21138GN0,L1100,"1/2"""
49006000,L1100,"1/2"""
32706000,L1100,"1/2"""
31191001,L1100,"1/2"""
25272AL0,L1100,"1/2"""
24198001,L1079,"1/2"""
28364KF1,L1095,"1/2"""
20598001,L1100,"1/2"""
34830A00,L1226,"1/2"""
34830DC0,L1226,"1/2"""
20658MG0,L1100,"1/2"""
21145DC0,L1100,"1/2"""
21140MS0,L1100,"1/2"""
21044003,L1100,"1/2"""
20643KF0,L1100,"1/2"""
21134KF0,L1100,"1/2"""
21138DA0,L1100,"1/2"""
104747MG00,L1079,"1/2"""
20643MG0,L1100,"1/2"""
33636001,L1079,"1/2"""
25227DA0,L1100,"1/2"""
25227DC0,L1100,"1/2"""
34765A00,L1226,"1/2"""
20666IG0,L1100,"1/2"""
25227GN0,L1100,"1/2"""
21107000,L1100,"1/2"""
20627DC0,L1100,"1/2"""
1018722430,L1079,"1/2"""
34790GN0,L1226,"1/2"""
20672DC0,L1100,"1/2"""
25044GL3,L1100,"1/2"""
20649MG0,L1100,"1/2"""
25460001,L1100,"1/2"""
28364001,L1079,"1/2"""
20626000,L1100,"1/2"""
20393001,L1100,"1/2"""
20671DC0,L1100,"1/2"""
21134AL0,L1100,"1/2"""
30362AL0,L1100,"1/2"""
20422000,L1100,"1/2"""
104746DL00,L1100,"1/2"""
31498000,L1100,"1/2"""
26564000,L1079,"1/2"""
34765000,L1226,"1/2"""
21149DC0,L1100,"1/2"""
32207001,L1100,"1/2"""
26330001,L1100,"1/2"""
20014000,L1100,"1/2"""
25227MS0,L1100,"1/2"""
34790DL0,L1226,"1/2"""
20627000,L1100,"1/2"""
21134000,L1100,"1/2"""
21138MS0,L1100,"1/2"""
30098001,L1100,"1/2"""
20351DC0,L1100,"1/2"""
20595DL0,L1100,"1/2"""
21142MG0,L1100,"1/2"""
20593GL0,L1100,"1/2"""
20143000,L1100,"1/2"""
25450001,L1100,"1/2"""
347882430,L1226,"1/2"""
28158001,L1079,"1/2"""
1136930000,L1100,"1/2"""
20658DL0,L1100,"1/2"""
21145GL0,L1100,"1/2"""
20658MS0,L1100,"1/2"""
21144GL0,L1100,"1/2"""
20421001,L1100,"1/2"""
1018240000,L1079,"1/2"""
104746DA00,L1100,"1/2"""
30147000,L1100,"1/2"""
26895GL0,L1100,"1/2"""
26895DA0,L1100,"1/2"""
24027003,L1100,"1/2"""
26003003,L1100,"1/2"""
21142DC0,L1100,"1/2"""
24353GL0,L1100,"1/2"""
2679010A,L1100,"1/2"""
20216001,L1100,"1/2"""
20626DC0,L1100,"1/2"""
21022DA3,L1100,"1/2"""
