id,code,Link,language,market,title,short_text,long_text,Comments
233,Taste Refinement,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_TASTEREFINEMENT4C_000_01/original/1280/ZZH_FB_TASTEREFINEMENT4C_000_01.jpg,de,DE,Taste Refinement,"Enhanced, pure-tasting table water",GROHE Blue turns ordinary tap water into a premium table-ready drinking water with a wonderful pure taste.,
234,Booster Spray,https://cdn.cloud.grohe.com/zzh_i/F/FB_/ZZH_FB_BOOSTERSPRAY4C_000_01/original/1280/ZZH_FB_BOOSTERSPRAY4C_000_01.jpg,de,DE,Booster Spray,More power from less water,Boost your shower experience with a smart oscillating and invigorating spray pattern that intesifies the flow while using less water.,
235,Spray Face Round 120 mm,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_SPRAYFACEROUND1204C_000_01/original/1280/ZZH_TS_SPRAYFACEROUND1204C_000_01.jpg,de,DE,Runder Brauseboden 120 mm,120 mm runder Brauseboden,120 mm runder Brauseboden,
236,Spray Face Round 140 mm,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_SPRAYFACEROUND1404C_000_01/original/1280/ZZH_TS_SPRAYFACEROUND1404C_000_01.jpg,de,DE,Runder Brauseboden 140 mm,140 mm runder Brauseboden,140 mm runder Brauseboden,
237,Spray Face Cube 140 mm,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_SPRAYFACECUBE1404C_000_01/original/1280/ZZH_TS_SPRAYFACECUBE1404C_000_01.jpg,de,DE,Eckiger Brauseboden 140 mm,140 mm quadratischer Brauseboden,140 mm quadratischer Brauseboden,
238,Metal Shower Face,https://cdn.cloud.grohe.com/zzh_i/T/TS_/ZZH_TS_METALSHOWERFACE4C_000_01/original/1280/ZZH_TS_METALSHOWERFACE4C_000_01.jpg,de,DE,Metal Shower Face,Solid metal shower face,Solid metal shower face,
239,InfinaBright,,de,DE,,,,
240,PowerFlush,,de,DE,,,,
241,Spare Parts Delivery Guarantee*,https://cdn.cloud.grohe.com/zzh_i/M/ME_/ZZH_ME_48HSPAREPARTS4C_000_01/original/1280/ZZH_ME_48HSPAREPARTS4C_000_01.jpg,de,DE,Spare Parts Delivery Guarantee*,* Details zur Garantie finden Sie unter [URL],,
242,5+5 Years Extended Guarantee*,https://cdn.cloud.grohe.com/zzh_i/M/ME_/ZZH_ME_FIVEPLUSFIVEYEARS4C_000_01/original/1280/ZZH_ME_FIVEPLUSFIVEYEARS4C_000_01.jpg,de,DE,5+5 Years Extended Guarantee*,* Details zur Garantie finden Sie unter [URL],,
243,,#N/A,de,DE,,,,
